rubro,provincia,value,datetime
Manufacturas de origen agropecuario,Capital Federal,133.758,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Córdoba,3463.912,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Entre Ríos,376.863,1/1/2009 0:00:00
Manufacturas de origen agropecuario,La Pampa,64.937,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Santa Fe,10013.624,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Chubut,155.579,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Neuquén,38.335,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Río Negro,62.536,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Santa Cruz,39.145,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Tierra del Fuego,63.088,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Catamarca,35.9,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Jujuy,170.234,1/1/2009 0:00:00
Manufacturas de origen agropecuario,La Rioja,116.586,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Salta,104.724,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Santiago del Estero,0.96,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Tucumán,302.328,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Mendoza,848.279,1/1/2009 0:00:00
Manufacturas de origen agropecuario,San Juan,180.502,1/1/2009 0:00:00
Manufacturas de origen agropecuario,San Luis,173.376,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Chaco,48.881,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Corrientes,32.35,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Formosa,5.855,1/1/2009 0:00:00
Manufacturas de origen agropecuario,Misiones,188.891,1/1/2009 0:00:00
Manufacturas de origen industrial,Buenos Aires,10129.203,1/1/2009 0:00:00
Manufacturas de origen industrial,Capital Federal,243.631,1/1/2009 0:00:00
Manufacturas de origen industrial,Córdoba,1793.864,1/1/2009 0:00:00
Manufacturas de origen industrial,Entre Ríos,77.008,1/1/2009 0:00:00
Manufacturas de origen industrial,La Pampa,3.798,1/1/2009 0:00:00
Manufacturas de origen industrial,Santa Fe,2013.991,1/1/2009 0:00:00
Manufacturas de origen industrial,Chubut,564.24,1/1/2009 0:00:00
Manufacturas de origen industrial,Neuquén,28.711,1/1/2009 0:00:00
Manufacturas de origen industrial,Río Negro,29.893,1/1/2009 0:00:00
Manufacturas de origen industrial,Santa Cruz,417.782,1/1/2009 0:00:00
Manufacturas de origen industrial,Tierra del Fuego,69.274,1/1/2009 0:00:00
Manufacturas de origen industrial,Catamarca,102.981,1/1/2009 0:00:00
Manufacturas de origen industrial,Jujuy,49.896,1/1/2009 0:00:00
Manufacturas de origen industrial,La Rioja,104.475,1/1/2009 0:00:00
Manufacturas de origen industrial,Salta,70.059,1/1/2009 0:00:00
Manufacturas de origen industrial,Santiago del Estero,17.19,1/1/2009 0:00:00
Manufacturas de origen industrial,Tucumán,207.988,1/1/2009 0:00:00
Manufacturas de origen industrial,Mendoza,334.126,1/1/2009 0:00:00
Manufacturas de origen industrial,San Juan,856.408,1/1/2009 0:00:00
Manufacturas de origen industrial,San Luis,227.758,1/1/2009 0:00:00
Manufacturas de origen industrial,Chaco,7.509,1/1/2009 0:00:00
Manufacturas de origen industrial,Corrientes,9.859,1/1/2009 0:00:00
Manufacturas de origen industrial,Formosa,1.771,1/1/2009 0:00:00
Manufacturas de origen industrial,Misiones,140.359,1/1/2009 0:00:00
Combustibles y energía,Buenos Aires,1771.1,1/1/2009 0:00:00
Combustibles y energía,Capital Federal,0,1/1/2009 0:00:00
Combustibles y energía,Córdoba,0,1/1/2009 0:00:00
Combustibles y energía,Entre Ríos,225.136,1/1/2009 0:00:00
Combustibles y energía,La Pampa,4.241,1/1/2009 0:00:00
Combustibles y energía,Santa Fe,130.685,1/1/2009 0:00:00
Combustibles y energía,Chubut,1984.224,1/1/2009 0:00:00
Combustibles y energía,Neuquén,288.566,1/1/2009 0:00:00
Combustibles y energía,Río Negro,30.124,1/1/2009 0:00:00
Combustibles y energía,Santa Cruz,545.197,1/1/2009 0:00:00
Combustibles y energía,Tierra del Fuego,149.912,1/1/2009 0:00:00
Combustibles y energía,Catamarca,0,1/1/2009 0:00:00
Combustibles y energía,Jujuy,0,1/1/2009 0:00:00
Combustibles y energía,La Rioja,0,1/1/2009 0:00:00
Combustibles y energía,Salta,271.298,1/1/2009 0:00:00
Combustibles y energía,Santiago del Estero,0,1/1/2009 0:00:00
Combustibles y energía,Tucumán,2.036,1/1/2009 0:00:00
Combustibles y energía,Mendoza,115.116,1/1/2009 0:00:00
Combustibles y energía,San Juan,0,1/1/2009 0:00:00
Combustibles y energía,San Luis,0,1/1/2009 0:00:00
Combustibles y energía,Chaco,0,1/1/2009 0:00:00
Combustibles y energía,Corrientes,0,1/1/2009 0:00:00
Combustibles y energía,Formosa,11.839,1/1/2009 0:00:00
Combustibles y energía,Misiones,0,1/1/2009 0:00:00
Productos primarios,Buenos Aires,3907.744,1/1/2010 0:00:00
Productos primarios,Capital Federal,0,1/1/2010 0:00:00
Productos primarios,Córdoba,2454.414,1/1/2010 0:00:00
Productos primarios,Entre Ríos,1035.617,1/1/2010 0:00:00
Productos primarios,La Pampa,234.001,1/1/2010 0:00:00
Productos primarios,Santa Fe,1810.65,1/1/2010 0:00:00
Productos primarios,Chubut,347.472,1/1/2010 0:00:00
Productos primarios,Neuquén,61.686,1/1/2010 0:00:00
Productos primarios,Río Negro,365.112,1/1/2010 0:00:00
Productos primarios,Santa Cruz,473.213,1/1/2010 0:00:00
Productos primarios,Tierra del Fuego,54.251,1/1/2010 0:00:00
Productos primarios,Catamarca,1518.485,1/1/2010 0:00:00
Productos primarios,Jujuy,269.429,1/1/2010 0:00:00
Productos primarios,La Rioja,3.416,1/1/2010 0:00:00
Productos primarios,Salta,606.394,1/1/2010 0:00:00
Productos primarios,Santiago del Estero,449.352,1/1/2010 0:00:00
Productos primarios,Tucumán,357.879,1/1/2010 0:00:00
Productos primarios,Mendoza,305.531,1/1/2010 0:00:00
Productos primarios,San Juan,153.611,1/1/2010 0:00:00
Productos primarios,San Luis,83.484,1/1/2010 0:00:00
Productos primarios,Chaco,291.965,1/1/2010 0:00:00
Productos primarios,Corrientes,110.085,1/1/2010 0:00:00
Productos primarios,Formosa,9.94,1/1/2010 0:00:00
Productos primarios,Misiones,86.395,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Buenos Aires,4654.362,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Capital Federal,111.94,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Córdoba,3906.723,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Entre Ríos,427.108,1/1/2010 0:00:00
Manufacturas de origen agropecuario,La Pampa,46.091,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Santa Fe,10512.663,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Chubut,196.981,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Neuquén,29.956,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Río Negro,61.798,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Santa Cruz,37.017,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Tierra del Fuego,45.52,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Catamarca,48.007,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Jujuy,52.873,1/1/2010 0:00:00
Manufacturas de origen agropecuario,La Rioja,140.147,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Salta,109.242,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Santiago del Estero,48.568,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Tucumán,293.942,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Mendoza,930.599,1/1/2010 0:00:00
Manufacturas de origen agropecuario,San Juan,188.636,1/1/2010 0:00:00
Manufacturas de origen agropecuario,San Luis,182.982,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Chaco,71.275,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Corrientes,34.013,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Formosa,11.709,1/1/2010 0:00:00
Manufacturas de origen agropecuario,Misiones,247.694,1/1/2010 0:00:00
Manufacturas de origen industrial,Buenos Aires,12515.151,1/1/2010 0:00:00
Manufacturas de origen industrial,Capital Federal,263.601,1/1/2010 0:00:00
Manufacturas de origen industrial,Córdoba,2125.767,1/1/2010 0:00:00
Manufacturas de origen industrial,Entre Ríos,102.52,1/1/2010 0:00:00
Manufacturas de origen industrial,La Pampa,7.098,1/1/2010 0:00:00
Manufacturas de origen industrial,Santa Fe,2999.762,1/1/2010 0:00:00
Manufacturas de origen industrial,Chubut,703.268,1/1/2010 0:00:00
Manufacturas de origen industrial,Neuquén,30.777,1/1/2010 0:00:00
Manufacturas de origen industrial,Río Negro,29.832,1/1/2010 0:00:00
Manufacturas de origen industrial,Santa Cruz,580.441,1/1/2010 0:00:00
Manufacturas de origen industrial,Tierra del Fuego,76.256,1/1/2010 0:00:00
Manufacturas de origen industrial,Catamarca,110.182,1/1/2010 0:00:00
Manufacturas de origen industrial,Jujuy,60.73,1/1/2010 0:00:00
Manufacturas de origen industrial,La Rioja,131.618,1/1/2010 0:00:00
Manufacturas de origen industrial,Salta,77.294,1/1/2010 0:00:00
Manufacturas de origen industrial,Santiago del Estero,22.805,1/1/2010 0:00:00
Manufacturas de origen industrial,Tucumán,258.478,1/1/2010 0:00:00
Manufacturas de origen industrial,Mendoza,328.69,1/1/2010 0:00:00
Manufacturas de origen industrial,San Juan,1761.201,1/1/2010 0:00:00
Manufacturas de origen industrial,San Luis,272.77,1/1/2010 0:00:00
Manufacturas de origen industrial,Chaco,10.423,1/1/2010 0:00:00
Manufacturas de origen industrial,Corrientes,10.907,1/1/2010 0:00:00
Manufacturas de origen industrial,Formosa,1.93,1/1/2010 0:00:00
Manufacturas de origen industrial,Misiones,194.472,1/1/2010 0:00:00
Combustibles y energía,Buenos Aires,1792.235,1/1/2010 0:00:00
Combustibles y energía,Capital Federal,0,1/1/2010 0:00:00
Combustibles y energía,Córdoba,0,1/1/2010 0:00:00
Combustibles y energía,Entre Ríos,11.903,1/1/2010 0:00:00
Combustibles y energía,La Pampa,2.029,1/1/2010 0:00:00
Combustibles y energía,Santa Fe,124.982,1/1/2010 0:00:00
Combustibles y energía,Chubut,2059.855,1/1/2010 0:00:00
Combustibles y energía,Neuquén,205.91,1/1/2010 0:00:00
Combustibles y energía,Río Negro,38.42,1/1/2010 0:00:00
Combustibles y energía,Santa Cruz,541.655,1/1/2010 0:00:00
Combustibles y energía,Tierra del Fuego,214.981,1/1/2010 0:00:00
Combustibles y energía,Catamarca,0,1/1/2010 0:00:00
Combustibles y energía,Jujuy,0,1/1/2010 0:00:00
Combustibles y energía,La Rioja,0,1/1/2010 0:00:00
Combustibles y energía,Salta,219.145,1/1/2010 0:00:00
Combustibles y energía,Santiago del Estero,0,1/1/2010 0:00:00
Combustibles y energía,Tucumán,3.419,1/1/2010 0:00:00
Combustibles y energía,Mendoza,131.409,1/1/2010 0:00:00
Combustibles y energía,San Juan,0,1/1/2010 0:00:00
Combustibles y energía,San Luis,0,1/1/2010 0:00:00
Combustibles y energía,Chaco,0,1/1/2010 0:00:00
Combustibles y energía,Corrientes,0,1/1/2010 0:00:00
Combustibles y energía,Formosa,12.401,1/1/2010 0:00:00
Combustibles y energía,Misiones,0,1/1/2010 0:00:00
Productos primarios,Buenos Aires,5804.287,1/1/2011 0:00:00
Productos primarios,Capital Federal,0,1/1/2011 0:00:00
Productos primarios,Córdoba,3103.508,1/1/2011 0:00:00
Productos primarios,Entre Ríos,1099.364,1/1/2011 0:00:00
Productos primarios,La Pampa,310.333,1/1/2011 0:00:00
Productos primarios,Santa Fe,2241.954,1/1/2011 0:00:00
Productos primarios,Chubut,394.998,1/1/2011 0:00:00
Productos primarios,Neuquén,84.85,1/1/2011 0:00:00
Productos primarios,Río Negro,523.688,1/1/2011 0:00:00
Productos primarios,Santa Cruz,506.969,1/1/2011 0:00:00
Productos primarios,Tierra del Fuego,64.744,1/1/2011 0:00:00
Productos primarios,Catamarca,1499.291,1/1/2011 0:00:00
Productos primarios,Jujuy,356.628,1/1/2011 0:00:00
Productos primarios,La Rioja,4.478,1/1/2011 0:00:00
Productos primarios,Salta,861.083,1/1/2011 0:00:00
Productos primarios,Santiago del Estero,955.05,1/1/2011 0:00:00
Productos primarios,Tucumán,393.3,1/1/2011 0:00:00
Productos primarios,Mendoza,278.27,1/1/2011 0:00:00
Productos primarios,San Juan,157.859,1/1/2011 0:00:00
Productos primarios,San Luis,181.113,1/1/2011 0:00:00
Productos primarios,Chaco,500.144,1/1/2011 0:00:00
Productos primarios,Corrientes,223.792,1/1/2011 0:00:00
Productos primarios,Formosa,16.494,1/1/2011 0:00:00
Productos primarios,Misiones,100.029,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Buenos Aires,5810.654,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Capital Federal,155.455,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Córdoba,4917.395,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Entre Ríos,575.331,1/1/2011 0:00:00
Manufacturas de origen agropecuario,La Pampa,48.511,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Santa Fe,12353.186,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Chubut,236.327,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Neuquén,73.694,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Río Negro,119.685,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Santa Cruz,48.596,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Tierra del Fuego,44.493,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Catamarca,59.111,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Jujuy,30.262,1/1/2011 0:00:00
Manufacturas de origen agropecuario,La Rioja,149.033,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Salta,110.296,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Santiago del Estero,84.347,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Tucumán,326.973,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Mendoza,1100.306,1/1/2011 0:00:00
Manufacturas de origen agropecuario,San Juan,271.008,1/1/2011 0:00:00
Manufacturas de origen agropecuario,San Luis,223.43,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Chaco,78.878,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Corrientes,31.056,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Formosa,11.303,1/1/2011 0:00:00
Manufacturas de origen agropecuario,Misiones,249.22,1/1/2011 0:00:00
Manufacturas de origen industrial,Buenos Aires,14714.427,1/1/2011 0:00:00
Manufacturas de origen industrial,Capital Federal,278.45,1/1/2011 0:00:00
Manufacturas de origen industrial,Córdoba,2833.992,1/1/2011 0:00:00
Manufacturas de origen industrial,Entre Ríos,119.935,1/1/2011 0:00:00
Manufacturas de origen industrial,La Pampa,11.825,1/1/2011 0:00:00
Manufacturas de origen industrial,Santa Fe,4118.297,1/1/2011 0:00:00
Manufacturas de origen industrial,Chubut,790.347,1/1/2011 0:00:00
Manufacturas de origen industrial,Neuquén,34.333,1/1/2011 0:00:00
Manufacturas de origen industrial,Río Negro,35.771,1/1/2011 0:00:00
Manufacturas de origen industrial,Santa Cruz,826.609,1/1/2011 0:00:00
Manufacturas de origen industrial,Tierra del Fuego,79.398,1/1/2011 0:00:00
Manufacturas de origen industrial,Catamarca,90.792,1/1/2011 0:00:00
Manufacturas de origen industrial,Jujuy,66.229,1/1/2011 0:00:00
Manufacturas de origen industrial,La Rioja,127.996,1/1/2011 0:00:00
Manufacturas de origen industrial,Salta,91.461,1/1/2011 0:00:00
Manufacturas de origen industrial,Santiago del Estero,16.119,1/1/2011 0:00:00
Manufacturas de origen industrial,Tucumán,295.032,1/1/2011 0:00:00
Manufacturas de origen industrial,Mendoza,293.143,1/1/2011 0:00:00
Manufacturas de origen industrial,San Juan,2033.756,1/1/2011 0:00:00
Manufacturas de origen industrial,San Luis,323.724,1/1/2011 0:00:00
Manufacturas de origen industrial,Chaco,10.938,1/1/2011 0:00:00
Manufacturas de origen industrial,Corrientes,22.697,1/1/2011 0:00:00
Manufacturas de origen industrial,Formosa,1.769,1/1/2011 0:00:00
Manufacturas de origen industrial,Misiones,186.463,1/1/2011 0:00:00
Combustibles y energía,Buenos Aires,1688.315,1/1/2011 0:00:00
Combustibles y energía,Capital Federal,0,1/1/2011 0:00:00
Combustibles y energía,Córdoba,0,1/1/2011 0:00:00
Combustibles y energía,Entre Ríos,61.592,1/1/2011 0:00:00
Combustibles y energía,La Pampa,0,1/1/2011 0:00:00
Combustibles y energía,Santa Fe,139.22,1/1/2011 0:00:00
Combustibles y energía,Chubut,1726.368,1/1/2011 0:00:00
Combustibles y energía,Neuquén,169.288,1/1/2011 0:00:00
Combustibles y energía,Río Negro,42.532,1/1/2011 0:00:00
Combustibles y energía,Santa Cruz,464.753,1/1/2011 0:00:00
Combustibles y energía,Tierra del Fuego,254.41,1/1/2011 0:00:00
Combustibles y energía,Catamarca,0,1/1/2011 0:00:00
Combustibles y energía,Jujuy,0,1/1/2011 0:00:00
Combustibles y energía,La Rioja,0,1/1/2011 0:00:00
Combustibles y energía,Salta,251.025,1/1/2011 0:00:00
Combustibles y energía,Santiago del Estero,0,1/1/2011 0:00:00
Combustibles y energía,Tucumán,0,1/1/2011 0:00:00
Combustibles y energía,Mendoza,128.074,1/1/2011 0:00:00
Combustibles y energía,San Juan,0,1/1/2011 0:00:00
Combustibles y energía,San Luis,0,1/1/2011 0:00:00
Combustibles y energía,Chaco,0,1/1/2011 0:00:00
Combustibles y energía,Corrientes,1.291,1/1/2011 0:00:00
Combustibles y energía,Formosa,10.475,1/1/2011 0:00:00
Combustibles y energía,Misiones,0,1/1/2011 0:00:00
Productos primarios,Buenos Aires,6146.632,1/1/2012 0:00:00
Productos primarios,Capital Federal,0,1/1/2012 0:00:00
Productos primarios,Córdoba,2712.394,1/1/2012 0:00:00
Productos primarios,Entre Ríos,1142.142,1/1/2012 0:00:00
Productos primarios,La Pampa,407.435,1/1/2012 0:00:00
Productos primarios,Santa Fe,2073.133,1/1/2012 0:00:00
Productos primarios,Chubut,351.329,1/1/2012 0:00:00
Productos primarios,Neuquén,60.303,1/1/2012 0:00:00
Productos primarios,Río Negro,447.46,1/1/2012 0:00:00
Productos primarios,Santa Cruz,544.681,1/1/2012 0:00:00
Productos primarios,Tierra del Fuego,64.313,1/1/2012 0:00:00
Productos primarios,Catamarca,1562.586,1/1/2012 0:00:00
Productos primarios,Jujuy,480.11,1/1/2012 0:00:00
Productos primarios,La Rioja,3.105,1/1/2012 0:00:00
Productos primarios,Salta,789.473,1/1/2012 0:00:00
Productos primarios,Santiago del Estero,744.124,1/1/2012 0:00:00
Productos primarios,Tucumán,335.874,1/1/2012 0:00:00
Productos primarios,Mendoza,195.022,1/1/2012 0:00:00
Productos primarios,San Juan,125.728,1/1/2012 0:00:00
Productos primarios,San Luis,163.146,1/1/2012 0:00:00
Productos primarios,Chaco,222.721,1/1/2012 0:00:00
Productos primarios,Corrientes,198.208,1/1/2012 0:00:00
Productos primarios,Formosa,12.999,1/1/2012 0:00:00
Productos primarios,Misiones,87.345,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Buenos Aires,5606.34,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Capital Federal,154.697,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Córdoba,4996.13,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Entre Ríos,630.339,1/1/2012 0:00:00
Manufacturas de origen agropecuario,La Pampa,30.411,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Santa Fe,11924.291,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Chubut,164.028,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Neuquén,56.144,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Río Negro,103.557,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Santa Cruz,29.072,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Tierra del Fuego,41.728,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Catamarca,60.513,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Jujuy,59.901,1/1/2012 0:00:00
Manufacturas de origen agropecuario,La Rioja,129.133,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Salta,115.668,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Santiago del Estero,36.052,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Tucumán,286.95,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Mendoza,1189.863,1/1/2012 0:00:00
Manufacturas de origen agropecuario,San Juan,273.737,1/1/2012 0:00:00
Manufacturas de origen agropecuario,San Luis,217.547,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Chaco,71.636,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Corrientes,34.137,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Formosa,16.946,1/1/2012 0:00:00
Manufacturas de origen agropecuario,Misiones,222.008,1/1/2012 0:00:00
Manufacturas de origen industrial,Buenos Aires,14279.095,1/1/2012 0:00:00
Manufacturas de origen industrial,Capital Federal,267.154,1/1/2012 0:00:00
Manufacturas de origen industrial,Córdoba,2603.99,1/1/2012 0:00:00
Manufacturas de origen industrial,Entre Ríos,114.24,1/1/2012 0:00:00
Manufacturas de origen industrial,La Pampa,7.793,1/1/2012 0:00:00
Manufacturas de origen industrial,Santa Fe,3793.065,1/1/2012 0:00:00
Manufacturas de origen industrial,Chubut,667.058,1/1/2012 0:00:00
Manufacturas de origen industrial,Neuquén,40.114,1/1/2012 0:00:00
Manufacturas de origen industrial,Río Negro,34.066,1/1/2012 0:00:00
Manufacturas de origen industrial,Santa Cruz,794.336,1/1/2012 0:00:00
Manufacturas de origen industrial,Tierra del Fuego,70.128,1/1/2012 0:00:00
Manufacturas de origen industrial,Catamarca,96.842,1/1/2012 0:00:00
Manufacturas de origen industrial,Jujuy,69.129,1/1/2012 0:00:00
Manufacturas de origen industrial,La Rioja,128.524,1/1/2012 0:00:00
Manufacturas de origen industrial,Salta,89.924,1/1/2012 0:00:00
Manufacturas de origen industrial,Santiago del Estero,10.173,1/1/2012 0:00:00
Manufacturas de origen industrial,Tucumán,256.742,1/1/2012 0:00:00
Manufacturas de origen industrial,Mendoza,334.216,1/1/2012 0:00:00
Manufacturas de origen industrial,San Juan,1890.326,1/1/2012 0:00:00
Manufacturas de origen industrial,San Luis,310.277,1/1/2012 0:00:00
Manufacturas de origen industrial,Chaco,10.621,1/1/2012 0:00:00
Manufacturas de origen industrial,Corrientes,7.43,1/1/2012 0:00:00
Manufacturas de origen industrial,Formosa,2.362,1/1/2012 0:00:00
Manufacturas de origen industrial,Misiones,131.842,1/1/2012 0:00:00
Combustibles y energía,Buenos Aires,1382.254,1/1/2012 0:00:00
Combustibles y energía,Capital Federal,0,1/1/2012 0:00:00
Combustibles y energía,Córdoba,0,1/1/2012 0:00:00
Combustibles y energía,Entre Ríos,108.18,1/1/2012 0:00:00
Combustibles y energía,La Pampa,0,1/1/2012 0:00:00
Combustibles y energía,Santa Fe,141.048,1/1/2012 0:00:00
Combustibles y energía,Chubut,2065.739,1/1/2012 0:00:00
Combustibles y energía,Neuquén,127.008,1/1/2012 0:00:00
Combustibles y energía,Río Negro,43.103,1/1/2012 0:00:00
Combustibles y energía,Santa Cruz,540.307,1/1/2012 0:00:00
Combustibles y energía,Tierra del Fuego,104.684,1/1/2012 0:00:00
Combustibles y energía,Catamarca,0,1/1/2012 0:00:00
Combustibles y energía,Jujuy,0,1/1/2012 0:00:00
Combustibles y energía,La Rioja,0,1/1/2012 0:00:00
Combustibles y energía,Salta,317.41,1/1/2012 0:00:00
Combustibles y energía,Santiago del Estero,0,1/1/2012 0:00:00
Combustibles y energía,Tucumán,0,1/1/2012 0:00:00
Combustibles y energía,Mendoza,87.925,1/1/2012 0:00:00
Combustibles y energía,San Juan,0,1/1/2012 0:00:00
Combustibles y energía,San Luis,0,1/1/2012 0:00:00
Combustibles y energía,Chaco,0,1/1/2012 0:00:00
Combustibles y energía,Corrientes,0,1/1/2012 0:00:00
Combustibles y energía,Formosa,12.534,1/1/2012 0:00:00
Combustibles y energía,Misiones,0,1/1/2012 0:00:00
Productos primarios,Buenos Aires,5121.623,1/1/2013 0:00:00
Productos primarios,Capital Federal,0,1/1/2013 0:00:00
Productos primarios,Córdoba,3627.186,1/1/2013 0:00:00
Productos primarios,Entre Ríos,980.863,1/1/2013 0:00:00
Productos primarios,La Pampa,290.08,1/1/2013 0:00:00
Productos primarios,Santa Fe,2247.746,1/1/2013 0:00:00
Productos primarios,Chubut,431.715,1/1/2013 0:00:00
Productos primarios,Neuquén,69.026,1/1/2013 0:00:00
Productos primarios,Río Negro,531.144,1/1/2013 0:00:00
Productos primarios,Santa Cruz,565.83,1/1/2013 0:00:00
Productos primarios,Tierra del Fuego,52.735,1/1/2013 0:00:00
Productos primarios,Catamarca,983.26,1/1/2013 0:00:00
Productos primarios,Jujuy,305.933,1/1/2013 0:00:00
Productos primarios,La Rioja,4.289,1/1/2013 0:00:00
Productos primarios,Salta,338.346,1/1/2013 0:00:00
Productos primarios,Santiago del Estero,561.758,1/1/2013 0:00:00
Productos primarios,Tucumán,318.138,1/1/2013 0:00:00
Productos primarios,Mendoza,212.358,1/1/2013 0:00:00
Productos primarios,San Juan,101.496,1/1/2013 0:00:00
Productos primarios,San Luis,348.921,1/1/2013 0:00:00
Productos primarios,Chaco,208.155,1/1/2013 0:00:00
Productos primarios,Corrientes,208.898,1/1/2013 0:00:00
Productos primarios,Formosa,11.497,1/1/2013 0:00:00
Productos primarios,Misiones,83.852,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Buenos Aires,5121.433,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Capital Federal,149.039,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Córdoba,4962.99,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Entre Ríos,740.062,1/1/2013 0:00:00
Manufacturas de origen agropecuario,La Pampa,34.302,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Santa Fe,11517.032,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Chubut,158.577,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Neuquén,46.031,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Río Negro,82.139,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Santa Cruz,17.389,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Tierra del Fuego,28.394,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Catamarca,40.869,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Jujuy,55.889,1/1/2013 0:00:00
Manufacturas de origen agropecuario,La Rioja,175.302,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Salta,94.985,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Santiago del Estero,34.497,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Tucumán,262.721,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Mendoza,1150.84,1/1/2013 0:00:00
Manufacturas de origen agropecuario,San Juan,273.984,1/1/2013 0:00:00
Manufacturas de origen agropecuario,San Luis,196.23,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Chaco,67.417,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Corrientes,41.13,1/1/2013 0:00:00
Manufacturas de origen agropecuario,Formosa,14.588,1/1/2013 0:00:00
